region,countryname,topic,indicatorname,year,value
East Asia & Pacific,Palau,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1990,97.7
East Asia & Pacific,Palau,Health: Disease prevention,Improved water source (% of population with access),1990,90
East Asia & Pacific,Palau,Health: Population: Structure,"Population, total",1990,15089
East Asia & Pacific,Palau,Health: Population: Dynamics,Population growth (annual %),1990,2.19096901836536
East Asia & Pacific,Palau,Health: Mortality,Number of under-five deaths,1990,11
East Asia & Pacific,Palau,Health: Mortality,Number of infant deaths,1990,9
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,Improved water source (% of population with access),2010,39.1
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2010,87.9
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2010,7.785
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,Population growth (annual %),2010,2.2704529361352
East Asia & Pacific,Papua New Guinea,Health: Population: Structure,"Population, total",2010,6847517
East Asia & Pacific,Papua New Guinea,Health: Health services,Health expenditure per capita (current US$),2010,48.97083291
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2010,30.229
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of infant deaths,2010,10372
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of under-five deaths,2010,13569
East Asia & Pacific,Papua New Guinea,Health: Reproductive health,"Fertility rate, total (births per woman)",2010,3.985
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,Improved water source (% of population with access),2009,38.7
East Asia & Pacific,Papua New Guinea,Health: Mortality,"Life expectancy at birth, female (years)",2010,64.144
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2009,7.839
East Asia & Pacific,Papua New Guinea,Health: Health services,Health expenditure per capita (current US$),2009,44.81205491
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2009,87.9
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2009,30.706
East Asia & Pacific,Papua New Guinea,Health: Mortality,"Life expectancy at birth, female (years)",2009,63.948
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of infant deaths,2009,10515
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of under-five deaths,2009,13784
East Asia & Pacific,Papua New Guinea,Health: Population: Structure,"Population, total",2008,6540267
East Asia & Pacific,Papua New Guinea,Health: Health services,Health expenditure per capita (current US$),2008,42.32509042
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,Population growth (annual %),2008,2.36397314782314
East Asia & Pacific,Papua New Guinea,Health: Mortality,"Life expectancy at birth, female (years)",2008,63.714
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2008,87.9
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,Improved water source (% of population with access),2008,38.3
East Asia & Pacific,Papua New Guinea,Health: Reproductive health,"Fertility rate, total (births per woman)",2008,4.101
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2008,31.186
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,Population growth (annual %),2009,2.32035851247317
East Asia & Pacific,Papua New Guinea,Health: Population: Structure,"Population, total",2009,6693799
East Asia & Pacific,Papua New Guinea,Health: Reproductive health,"Fertility rate, total (births per woman)",2009,4.044
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of infant deaths,2008,10560
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2008,7.916
East Asia & Pacific,Papua New Guinea,Health: Reproductive health,"Fertility rate, total (births per woman)",2007,4.157
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of under-five deaths,2008,13930
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2007,31.659
East Asia & Pacific,Papua New Guinea,Health: Health services,Health expenditure per capita (current US$),2007,31.88425916
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,Improved water source (% of population with access),2006,37.5
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2007,87.8
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,Improved water source (% of population with access),2007,37.9
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2007,8.019
East Asia & Pacific,Papua New Guinea,Health: Mortality,"Life expectancy at birth, female (years)",2006,63.115
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2006,32.121
East Asia & Pacific,Papua New Guinea,Health: Health services,Health expenditure per capita (current US$),2006,31.28567594
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of infant deaths,2007,10576
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of under-five deaths,2007,14042
East Asia & Pacific,Papua New Guinea,Health: Population: Structure,"Population, total",2007,6387470
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,Population growth (annual %),2007,2.3973971216714
East Asia & Pacific,Papua New Guinea,Health: Mortality,"Life expectancy at birth, female (years)",2007,63.436
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of under-five deaths,2006,14089
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of infant deaths,2006,10561
East Asia & Pacific,Papua New Guinea,Health: Reproductive health,"Fertility rate, total (births per woman)",2006,4.21
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2006,8.145
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,Population growth (annual %),2006,2.42245452702716
East Asia & Pacific,Papua New Guinea,Health: Population: Structure,"Population, total",2006,6236158
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2006,87.8
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2005,8.294
East Asia & Pacific,Papua New Guinea,Health: Population: Structure,"Population, total",2005,6086905
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,Population growth (annual %),2005,2.44225282086333
East Asia & Pacific,Papua New Guinea,Health: Mortality,"Life expectancy at birth, female (years)",2005,62.761
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of infant deaths,2005,10588
East Asia & Pacific,Papua New Guinea,Health: Health services,Health expenditure per capita (current US$),2005,32.10158919
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,Improved water source (% of population with access),2005,37.1
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2005,87.7
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2005,32.575
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of under-five deaths,2005,14171
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of infant deaths,2004,10623
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2004,33.03
East Asia & Pacific,Papua New Guinea,Health: Reproductive health,"Fertility rate, total (births per woman)",2005,4.263
East Asia & Pacific,Papua New Guinea,Health: Health services,Health expenditure per capita (current US$),2004,30.43769076
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,Population growth (annual %),2004,2.4623208994057
East Asia & Pacific,Papua New Guinea,Health: Population: Structure,"Population, total",2004,5940048
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of under-five deaths,2004,14239
East Asia & Pacific,Papua New Guinea,Health: Mortality,"Life expectancy at birth, female (years)",2004,62.386
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2004,87.7
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,Improved water source (% of population with access),2004,36.7
East Asia & Pacific,Papua New Guinea,Health: Reproductive health,"Fertility rate, total (births per woman)",2004,4.315
East Asia & Pacific,Papua New Guinea,Health: Health services,Health expenditure per capita (current US$),2003,24.82702539
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2004,8.459
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of under-five deaths,2003,14333
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2003,33.49
East Asia & Pacific,Papua New Guinea,Health: Reproductive health,"Fertility rate, total (births per woman)",2003,4.368
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of infant deaths,2003,10686
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2003,8.633
East Asia & Pacific,Papua New Guinea,Health: Population: Structure,"Population, total",2003,5795571
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2003,87.7
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,Improved water source (% of population with access),2003,36.3
East Asia & Pacific,Papua New Guinea,Health: Mortality,"Life expectancy at birth, female (years)",2003,62.01
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,Population growth (annual %),2003,2.48573899134503
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of infant deaths,2002,10786
East Asia & Pacific,Papua New Guinea,Health: Reproductive health,"Fertility rate, total (births per woman)",2002,4.422
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of under-five deaths,2002,14438
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2002,87.6
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,Improved water source (% of population with access),2002,35.9
East Asia & Pacific,Papua New Guinea,Health: Mortality,"Life expectancy at birth, female (years)",2002,61.648
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2002,33.95
East Asia & Pacific,Papua New Guinea,Health: Health services,Health expenditure per capita (current US$),2002,24.41821076
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,Population growth (annual %),2002,2.51576053409375
East Asia & Pacific,Papua New Guinea,Health: Population: Structure,"Population, total",2002,5653284
East Asia & Pacific,Papua New Guinea,Health: Reproductive health,"Fertility rate, total (births per woman)",2001,4.475
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2002,8.808
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of under-five deaths,2001,14459
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of infant deaths,2001,10844
East Asia & Pacific,Papua New Guinea,Health: Mortality,"Life expectancy at birth, female (years)",2001,61.312
East Asia & Pacific,Papua New Guinea,Health: Health services,Health expenditure per capita (current US$),2001,25.21451963
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2001,34.396
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2001,8.979
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,Population growth (annual %),2000,2.58593453460729
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,Improved water source (% of population with access),2000,35.1
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2000,87.5
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,Improved water source (% of population with access),2001,35.5
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2001,87.6
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,Population growth (annual %),2001,2.54970096155717
East Asia & Pacific,Papua New Guinea,Health: Population: Structure,"Population, total",2001,5512835
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2000,9.139
East Asia & Pacific,Papua New Guinea,Health: Health services,Health expenditure per capita (current US$),2000,25.91566888
East Asia & Pacific,Papua New Guinea,Health: Population: Structure,"Population, total",2000,5374051
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of infant deaths,2000,10848
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2000,34.802
East Asia & Pacific,Papua New Guinea,Health: Reproductive health,"Fertility rate, total (births per woman)",2000,4.525
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of under-five deaths,2000,14414
East Asia & Pacific,Papua New Guinea,Health: Health services,Health expenditure per capita (current US$),1999,26.82719789
East Asia & Pacific,Papua New Guinea,Health: Mortality,"Life expectancy at birth, female (years)",2000,61.013
East Asia & Pacific,Papua New Guinea,Health: Population: Structure,"Population, total",1999,5236863
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1999,35.135
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,Population growth (annual %),1999,2.61619703830084
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of under-five deaths,1999,14303
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of infant deaths,1999,10773
East Asia & Pacific,Papua New Guinea,Health: Mortality,"Life expectancy at birth, female (years)",1999,60.758
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1999,9.286
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1999,87.5
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,Improved water source (% of population with access),1999,34.8
East Asia & Pacific,Papua New Guinea,Health: Reproductive health,"Fertility rate, total (births per woman)",1999,4.569
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1998,35.377
East Asia & Pacific,Papua New Guinea,Health: Population: Structure,"Population, total",1998,5101633
East Asia & Pacific,Papua New Guinea,Health: Reproductive health,"Fertility rate, total (births per woman)",1998,4.604
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1998,87.5
East Asia & Pacific,Papua New Guinea,Health: Mortality,"Life expectancy at birth, female (years)",1998,60.541
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1998,9.421
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,Improved water source (% of population with access),1998,34.5
East Asia & Pacific,Papua New Guinea,Health: Health services,Health expenditure per capita (current US$),1998,28.08492537
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of infant deaths,1998,10640
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of under-five deaths,1998,14146
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1997,87.4
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,Population growth (annual %),1998,2.63187274718162
East Asia & Pacific,Papua New Guinea,Health: Reproductive health,"Fertility rate, total (births per woman)",1997,4.632
East Asia & Pacific,Papua New Guinea,Health: Mortality,"Life expectancy at birth, female (years)",1997,60.351
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,Improved water source (% of population with access),1997,34.2
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1997,35.52
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1997,9.546
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of infant deaths,1997,10474
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of under-five deaths,1997,13913
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,Population growth (annual %),1997,2.62629822225248
East Asia & Pacific,Papua New Guinea,Health: Population: Structure,"Population, total",1997,4969116
East Asia & Pacific,Papua New Guinea,Health: Health services,Health expenditure per capita (current US$),1997,33.15111478
East Asia & Pacific,Papua New Guinea,Health: Population: Structure,"Population, total",1996,4840311
East Asia & Pacific,Papua New Guinea,Health: Mortality,"Life expectancy at birth, female (years)",1996,60.178
East Asia & Pacific,Papua New Guinea,Health: Reproductive health,"Fertility rate, total (births per woman)",1996,4.653
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,Population growth (annual %),1996,2.60330474322188
East Asia & Pacific,Papua New Guinea,Health: Health services,Health expenditure per capita (current US$),1996,38.94903589
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of infant deaths,1996,10270
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of under-five deaths,1996,13665
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1996,35.569
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,Improved water source (% of population with access),1996,33.9
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1996,87.4
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1996,9.663
East Asia & Pacific,Papua New Guinea,Health: Mortality,"Life expectancy at birth, female (years)",1995,60
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,Improved water source (% of population with access),1995,33.6
East Asia & Pacific,Papua New Guinea,Health: Population: Structure,"Population, total",1995,4715929
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,Population growth (annual %),1995,2.57310648038952
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1995,9.778
East Asia & Pacific,Papua New Guinea,Health: Reproductive health,"Fertility rate, total (births per woman)",1995,4.668
East Asia & Pacific,Papua New Guinea,Health: Health services,Health expenditure per capita (current US$),1995,36.00686817
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1995,87.3
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1995,35.533
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of under-five deaths,1995,13383
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of infant deaths,1995,10061
East Asia & Pacific,Papua New Guinea,Health: Population: Structure,"Population, total",1994,4596131
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1994,87.3
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,Improved water source (% of population with access),1994,33.3
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1994,35.432
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1994,9.899
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,Population growth (annual %),1994,2.5438033381865
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,Improved water source (% of population with access),1993,33.4
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of under-five deaths,1994,13097
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of infant deaths,1994,9807
East Asia & Pacific,Papua New Guinea,Health: Mortality,"Life expectancy at birth, female (years)",1994,59.789
East Asia & Pacific,Papua New Guinea,Health: Reproductive health,"Fertility rate, total (births per woman)",1994,4.683
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1993,35.3
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1993,87.3
East Asia & Pacific,Papua New Guinea,Health: Mortality,"Life expectancy at birth, female (years)",1993,59.533
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of infant deaths,1993,9524
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1993,10.031
East Asia & Pacific,Papua New Guinea,Health: Reproductive health,"Fertility rate, total (births per woman)",1993,4.7
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of under-five deaths,1993,12800
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1992,10.175
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,Population growth (annual %),1992,2.4904488725436
East Asia & Pacific,Papua New Guinea,Health: Mortality,"Life expectancy at birth, female (years)",1992,59.226
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of under-five deaths,1992,12532
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of infant deaths,1992,9263
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,Population growth (annual %),1993,2.51495272853705
East Asia & Pacific,Papua New Guinea,Health: Population: Structure,"Population, total",1993,4480689
East Asia & Pacific,Papua New Guinea,Health: Population: Structure,"Population, total",1992,4369407
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1992,35.175
East Asia & Pacific,Papua New Guinea,Health: Reproductive health,"Fertility rate, total (births per woman)",1992,4.723
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,Improved water source (% of population with access),1991,33.6
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1992,87.3
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,Improved water source (% of population with access),1992,33.5
East Asia & Pacific,Papua New Guinea,Health: Reproductive health,"Fertility rate, total (births per woman)",1991,4.756
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1991,87.3
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,Population growth (annual %),1991,2.47119525933824
East Asia & Pacific,Papua New Guinea,Health: Population: Structure,"Population, total",1991,4261933
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of infant deaths,1991,9082
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1991,35.089
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of under-five deaths,1991,12349
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1990,10.482
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",1991,10.33
East Asia & Pacific,Papua New Guinea,Health: Mortality,"Life expectancy at birth, female (years)",1991,58.879
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",1990,35.074
East Asia & Pacific,Papua New Guinea,Health: Population: Structure,"Population, total",1990,4157903
East Asia & Pacific,Papua New Guinea,Health: Population: Dynamics,Population growth (annual %),1990,2.4467007476866
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",1990,87.3
East Asia & Pacific,Papua New Guinea,Health: Disease prevention,Improved water source (% of population with access),1990,33.8
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of infant deaths,1990,8969
East Asia & Pacific,Papua New Guinea,Health: Mortality,Number of under-five deaths,1990,12268
East Asia & Pacific,Philippines,Health: Health services,Health expenditure per capita (current US$),2010,90.34522843
East Asia & Pacific,Papua New Guinea,Health: Mortality,"Life expectancy at birth, female (years)",1990,58.53
East Asia & Pacific,Papua New Guinea,Health: Reproductive health,"Fertility rate, total (births per woman)",1990,4.802
East Asia & Pacific,Philippines,Health: Reproductive health,"Fertility rate, total (births per woman)",2010,3.133
East Asia & Pacific,Philippines,Health: Disease prevention,Improved water source (% of population with access),2010,90.1
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2010,6.402
East Asia & Pacific,Philippines,Health: Mortality,"Life expectancy at birth, female (years)",2010,71.214
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2010,24.634
East Asia & Pacific,Philippines,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2010,93.1
East Asia & Pacific,Philippines,Health: Population: Dynamics,Population growth (annual %),2010,1.51293234191883
East Asia & Pacific,Philippines,Health: Mortality,Number of infant deaths,2010,56575
East Asia & Pacific,Philippines,Health: Mortality,Number of under-five deaths,2010,71913
East Asia & Pacific,Philippines,Health: Disease prevention,Improved water source (% of population with access),2009,89.8
East Asia & Pacific,Philippines,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2009,93
East Asia & Pacific,Philippines,Health: Population: Structure,"Population, total",2010,93038902
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2009,25.023
East Asia & Pacific,Philippines,Health: Reproductive health,"Fertility rate, total (births per woman)",2009,3.187
East Asia & Pacific,Philippines,Health: Population: Structure,"Population, total",2009,91641881
East Asia & Pacific,Philippines,Health: Population: Dynamics,Population growth (annual %),2009,1.47828724919671
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2009,6.3
East Asia & Pacific,Philippines,Health: Health services,Health expenditure per capita (current US$),2009,78.09975449
East Asia & Pacific,Philippines,Health: Mortality,Number of under-five deaths,2009,73994
East Asia & Pacific,Philippines,Health: Mortality,Number of infant deaths,2009,58060
East Asia & Pacific,Philippines,Health: Mortality,"Life expectancy at birth, female (years)",2009,71.081
East Asia & Pacific,Philippines,Health: Population: Structure,"Population, total",2008,90297115
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2008,6.212
East Asia & Pacific,Philippines,Health: Reproductive health,"Fertility rate, total (births per woman)",2008,3.251
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2008,25.489
East Asia & Pacific,Philippines,Health: Population: Dynamics,Population growth (annual %),2008,1.48567668006497
East Asia & Pacific,Philippines,Health: Health services,Health expenditure per capita (current US$),2008,76.13256762
East Asia & Pacific,Philippines,Health: Mortality,"Life expectancy at birth, female (years)",2008,70.95
East Asia & Pacific,Philippines,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2008,92.9
East Asia & Pacific,Philippines,Health: Disease prevention,Improved water source (% of population with access),2008,89.5
East Asia & Pacific,Philippines,Health: Mortality,Number of under-five deaths,2008,76875
East Asia & Pacific,Philippines,Health: Mortality,Number of infant deaths,2008,59972
East Asia & Pacific,Philippines,Health: Population: Structure,"Population, total",2007,88965508
East Asia & Pacific,Philippines,Health: Population: Dynamics,Population growth (annual %),2007,1.55488110403773
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2007,26.025
East Asia & Pacific,Philippines,Health: Health services,Health expenditure per capita (current US$),2007,65.40749817
East Asia & Pacific,Philippines,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2007,92.8
East Asia & Pacific,Philippines,Health: Mortality,Number of under-five deaths,2007,80026
East Asia & Pacific,Philippines,Health: Mortality,Number of infant deaths,2007,62137
East Asia & Pacific,Philippines,Health: Disease prevention,Improved water source (% of population with access),2007,89.2
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Birth rate, crude (per 1,000 people)",2006,26.619
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2007,6.145
East Asia & Pacific,Philippines,Health: Health services,Health expenditure per capita (current US$),2006,55.27671905
East Asia & Pacific,Philippines,Health: Reproductive health,"Fertility rate, total (births per woman)",2007,3.324
East Asia & Pacific,Philippines,Health: Mortality,"Life expectancy at birth, female (years)",2007,70.817
East Asia & Pacific,Philippines,Health: Population: Dynamics,"Death rate, crude (per 1,000 people)",2006,6.103
East Asia & Pacific,Philippines,Health: Population: Structure,"Population, total",2006,87592899
East Asia & Pacific,Philippines,Health: Population: Dynamics,Population growth (annual %),2006,1.67101143451053
East Asia & Pacific,Philippines,Health: Reproductive health,"Fertility rate, total (births per woman)",2006,3.404
East Asia & Pacific,Philippines,Health: Population: Dynamics,Population growth (annual %),2005,1.80998910999813
East Asia & Pacific,Philippines,Health: Disease prevention,Improved water source (% of population with access),2006,88.9
East Asia & Pacific,Philippines,Health: Disease prevention,"Improved water source, urban (% of urban population with access)",2006,92.7
East Asia & Pacific,Philippines,Health: Health services,Health expenditure per capita (current US$),2005,47.0055363
East Asia & Pacific,Philippines,Health: Mortality,"Life expectancy at birth, female (years)",2006,70.682
